"","X","Country","Year","Month","Day","flu_cases","infant_mortality","life_expectancy","fertility","population","gdp","continent","region"
"10282",10282,"Paraguay",2005,10,2,321,23.8,74,3.27,5795493,8023446451,"Americas","South America"
"10283",10283,"Paraguay",2005,9,11,307,23.8,74,3.27,5795493,8023446451,"Americas","South America"
"10284",10284,"Paraguay",2005,7,10,346,23.8,74,3.27,5795493,8023446451,"Americas","South America"
"10285",10285,"Paraguay",2005,7,3,361,23.8,74,3.27,5795493,8023446451,"Americas","South America"
"10286",10286,"Paraguay",2005,7,17,375,23.8,74,3.27,5795493,8023446451,"Americas","South America"
"10287",10287,"Paraguay",2005,10,30,316,23.8,74,3.27,5795493,8023446451,"Americas","South America"
"10288",10288,"Paraguay",2005,6,5,286,23.8,74,3.27,5795493,8023446451,"Americas","South America"
"10289",10289,"Paraguay",2005,8,28,357,23.8,74,3.27,5795493,8023446451,"Americas","South America"
"10290",10290,"Paraguay",2005,6,12,333,23.8,74,3.27,5795493,8023446451,"Americas","South America"
"10291",10291,"Paraguay",2005,9,25,293,23.8,74,3.27,5795493,8023446451,"Americas","South America"
"10292",10292,"Paraguay",2006,4,30,253,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10293",10293,"Paraguay",2006,8,27,486,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10294",10294,"Paraguay",2006,11,19,263,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10295",10295,"Paraguay",2006,12,3,234,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10296",10296,"Paraguay",2006,2,26,210,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10297",10297,"Paraguay",2006,9,3,531,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10298",10298,"Paraguay",2006,4,23,287,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10299",10299,"Paraguay",2006,11,26,242,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10300",10300,"Paraguay",2006,5,28,281,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10301",10301,"Paraguay",2006,9,10,596,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10302",10302,"Paraguay",2006,9,17,566,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10303",10303,"Paraguay",2006,2,12,224,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10304",10304,"Paraguay",2006,4,2,202,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10305",10305,"Paraguay",2006,6,4,313,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10306",10306,"Paraguay",2006,1,1,251,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10307",10307,"Paraguay",2006,11,12,259,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10308",10308,"Paraguay",2006,10,8,363,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10309",10309,"Paraguay",2006,6,11,344,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10310",10310,"Paraguay",2006,6,18,330,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10311",10311,"Paraguay",2006,11,5,277,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10312",10312,"Paraguay",2006,3,26,209,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10313",10313,"Paraguay",2006,10,22,305,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10314",10314,"Paraguay",2006,1,8,257,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10315",10315,"Paraguay",2006,6,25,335,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10316",10316,"Paraguay",2006,10,1,400,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10317",10317,"Paraguay",2006,7,2,340,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10318",10318,"Paraguay",2006,12,31,192,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10319",10319,"Paraguay",2006,7,9,454,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10320",10320,"Paraguay",2006,1,15,260,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10321",10321,"Paraguay",2006,3,19,219,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10322",10322,"Paraguay",2006,10,29,285,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10323",10323,"Paraguay",2006,10,15,330,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10324",10324,"Paraguay",2006,12,24,197,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10325",10325,"Paraguay",2006,2,19,222,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10326",10326,"Paraguay",2006,7,16,549,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10327",10327,"Paraguay",2006,5,7,255,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10328",10328,"Paraguay",2006,2,5,245,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10329",10329,"Paraguay",2006,12,17,202,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10330",10330,"Paraguay",2006,9,24,469,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10331",10331,"Paraguay",2006,5,21,276,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10332",10332,"Paraguay",2006,7,23,488,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10333",10333,"Paraguay",2006,7,30,423,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10334",10334,"Paraguay",2006,3,12,207,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10335",10335,"Paraguay",2006,8,6,387,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10336",10336,"Paraguay",2006,4,9,207,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10337",10337,"Paraguay",2006,12,10,214,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10338",10338,"Paraguay",2006,3,5,196,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10339",10339,"Paraguay",2006,5,14,287,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10340",10340,"Paraguay",2006,1,22,262,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10341",10341,"Paraguay",2006,8,13,379,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10342",10342,"Paraguay",2006,4,16,237,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10343",10343,"Paraguay",2006,1,29,258,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10344",10344,"Paraguay",2006,8,20,420,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"10345",10345,"Paraguay",2007,4,8,301,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10346",10346,"Paraguay",2007,6,10,480,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10347",10347,"Paraguay",2007,4,1,313,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10348",10348,"Paraguay",2007,6,3,454,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10349",10349,"Paraguay",2007,11,11,256,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10350",10350,"Paraguay",2007,9,16,305,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10351",10351,"Paraguay",2007,2,11,192,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10352",10352,"Paraguay",2007,3,11,323,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10353",10353,"Paraguay",2007,3,4,299,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10354",10354,"Paraguay",2007,12,30,183,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10355",10355,"Paraguay",2007,9,30,264,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10356",10356,"Paraguay",2007,4,29,398,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10357",10357,"Paraguay",2007,11,4,249,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10358",10358,"Paraguay",2007,11,18,260,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10359",10359,"Paraguay",2007,1,21,177,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10360",10360,"Paraguay",2007,5,6,427,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10361",10361,"Paraguay",2007,8,19,347,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10362",10362,"Paraguay",2007,9,2,339,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10363",10363,"Paraguay",2007,2,25,275,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10364",10364,"Paraguay",2007,7,29,435,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10365",10365,"Paraguay",2007,6,17,483,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10366",10366,"Paraguay",2007,10,28,219,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10367",10367,"Paraguay",2007,9,23,289,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10368",10368,"Paraguay",2007,10,21,238,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10369",10369,"Paraguay",2007,2,4,182,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10370",10370,"Paraguay",2007,9,9,327,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10371",10371,"Paraguay",2007,10,14,233,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10372",10372,"Paraguay",2007,5,13,395,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10373",10373,"Paraguay",2007,4,15,322,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10374",10374,"Paraguay",2007,8,26,347,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10375",10375,"Paraguay",2007,7,15,533,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10376",10376,"Paraguay",2007,5,20,384,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10377",10377,"Paraguay",2007,2,18,237,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10378",10378,"Paraguay",2007,10,7,243,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10379",10379,"Paraguay",2007,7,22,483,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10380",10380,"Paraguay",2007,12,9,238,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10381",10381,"Paraguay",2007,8,12,352,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10382",10382,"Paraguay",2007,7,8,490,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10383",10383,"Paraguay",2007,3,25,322,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10384",10384,"Paraguay",2007,12,2,263,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10385",10385,"Paraguay",2007,8,5,378,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10386",10386,"Paraguay",2007,1,7,181,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10387",10387,"Paraguay",2007,12,16,215,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10388",10388,"Paraguay",2007,4,22,337,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10389",10389,"Paraguay",2007,3,18,310,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10390",10390,"Paraguay",2007,6,24,440,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10391",10391,"Paraguay",2007,1,14,181,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10392",10392,"Paraguay",2007,12,23,198,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10393",10393,"Paraguay",2007,11,25,271,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10394",10394,"Paraguay",2007,1,28,178,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10395",10395,"Paraguay",2007,7,1,449,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10396",10396,"Paraguay",2007,5,27,374,22.4,74,3.12,5966160,8937744399,"Americas","South America"
"10397",10397,"Paraguay",2008,11,16,207,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10398",10398,"Paraguay",2008,3,9,283,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10399",10399,"Paraguay",2008,5,25,398,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10400",10400,"Paraguay",2008,5,4,285,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10401",10401,"Paraguay",2008,5,18,336,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10402",10402,"Paraguay",2008,4,20,262,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10403",10403,"Paraguay",2008,1,20,165,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10404",10404,"Paraguay",2008,3,30,283,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10405",10405,"Paraguay",2008,3,16,279,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10406",10406,"Paraguay",2008,1,13,166,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10407",10407,"Paraguay",2008,9,28,274,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10408",10408,"Paraguay",2008,6,22,573,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10409",10409,"Paraguay",2008,2,17,173,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10410",10410,"Paraguay",2008,11,9,198,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10411",10411,"Paraguay",2008,11,2,201,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10412",10412,"Paraguay",2008,12,14,181,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10413",10413,"Paraguay",2008,6,15,491,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10414",10414,"Paraguay",2008,2,24,208,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10415",10415,"Paraguay",2008,9,7,281,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10416",10416,"Paraguay",2008,9,21,313,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10417",10417,"Paraguay",2008,8,3,351,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10418",10418,"Paraguay",2008,6,29,572,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10419",10419,"Paraguay",2008,8,17,290,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10420",10420,"Paraguay",2008,2,10,155,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10421",10421,"Paraguay",2008,8,31,259,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10422",10422,"Paraguay",2008,1,6,171,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10423",10423,"Paraguay",2008,9,14,317,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10424",10424,"Paraguay",2008,10,12,246,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10425",10425,"Paraguay",2008,4,13,252,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10426",10426,"Paraguay",2008,10,19,238,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10427",10427,"Paraguay",2008,10,5,283,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10428",10428,"Paraguay",2008,8,24,282,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10429",10429,"Paraguay",2008,12,28,163,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10430",10430,"Paraguay",2008,8,10,305,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10431",10431,"Paraguay",2008,11,23,200,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10432",10432,"Paraguay",2008,7,27,387,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10433",10433,"Paraguay",2008,6,1,457,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10434",10434,"Paraguay",2008,6,8,444,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10435",10435,"Paraguay",2008,3,2,238,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10436",10436,"Paraguay",2008,12,7,193,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10437",10437,"Paraguay",2008,3,23,285,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10438",10438,"Paraguay",2008,7,20,452,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10439",10439,"Paraguay",2008,5,11,300,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10440",10440,"Paraguay",2008,4,27,268,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10441",10441,"Paraguay",2008,7,13,490,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10442",10442,"Paraguay",2008,2,3,146,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10443",10443,"Paraguay",2008,10,26,223,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10444",10444,"Paraguay",2008,4,6,257,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10445",10445,"Paraguay",2008,7,6,515,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10446",10446,"Paraguay",2008,12,21,173,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10447",10447,"Paraguay",2008,11,30,196,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10448",10448,"Paraguay",2008,1,27,155,21.7,74,3.06,6047131,9458532785,"Americas","South America"
"10449",10449,"Paraguay",2009,6,28,596,21,74,3.01,6127847,9094701457,"Americas","South America"
"10450",10450,"Paraguay",2009,4,5,213,21,74,3.01,6127847,9094701457,"Americas","South America"
"10451",10451,"Paraguay",2009,3,29,199,21,74,3.01,6127847,9094701457,"Americas","South America"
"10452",10452,"Paraguay",2009,1,25,130,21,74,3.01,6127847,9094701457,"Americas","South America"
"10453",10453,"Paraguay",2009,6,21,487,21,74,3.01,6127847,9094701457,"Americas","South America"
"10454",10454,"Paraguay",2009,10,4,264,21,74,3.01,6127847,9094701457,"Americas","South America"
"10455",10455,"Paraguay",2009,5,17,331,21,74,3.01,6127847,9094701457,"Americas","South America"
"10456",10456,"Paraguay",2009,8,30,305,21,74,3.01,6127847,9094701457,"Americas","South America"
"10457",10457,"Paraguay",2009,2,1,127,21,74,3.01,6127847,9094701457,"Americas","South America"
"10458",10458,"Paraguay",2009,10,11,249,21,74,3.01,6127847,9094701457,"Americas","South America"
"10459",10459,"Paraguay",2009,5,10,320,21,74,3.01,6127847,9094701457,"Americas","South America"
"10460",10460,"Paraguay",2009,1,4,152,21,74,3.01,6127847,9094701457,"Americas","South America"
"10461",10461,"Paraguay",2009,10,18,216,21,74,3.01,6127847,9094701457,"Americas","South America"
"10462",10462,"Paraguay",2009,10,25,189,21,74,3.01,6127847,9094701457,"Americas","South America"
"10463",10463,"Paraguay",2009,8,23,344,21,74,3.01,6127847,9094701457,"Americas","South America"
"10464",10464,"Paraguay",2009,2,8,126,21,74,3.01,6127847,9094701457,"Americas","South America"
"10465",10465,"Paraguay",2009,11,1,177,21,74,3.01,6127847,9094701457,"Americas","South America"
"10466",10466,"Paraguay",2009,4,26,281,21,74,3.01,6127847,9094701457,"Americas","South America"
"10467",10467,"Paraguay",2009,5,24,335,21,74,3.01,6127847,9094701457,"Americas","South America"
"10468",10468,"Paraguay",2009,8,16,332,21,74,3.01,6127847,9094701457,"Americas","South America"
"10469",10469,"Paraguay",2009,11,8,162,21,74,3.01,6127847,9094701457,"Americas","South America"
"10470",10470,"Paraguay",2009,2,15,126,21,74,3.01,6127847,9094701457,"Americas","South America"
"10471",10471,"Paraguay",2009,11,15,156,21,74,3.01,6127847,9094701457,"Americas","South America"
"10472",10472,"Paraguay",2009,8,9,353,21,74,3.01,6127847,9094701457,"Americas","South America"
"10473",10473,"Paraguay",2009,4,19,221,21,74,3.01,6127847,9094701457,"Americas","South America"
"10474",10474,"Paraguay",2009,11,22,153,21,74,3.01,6127847,9094701457,"Americas","South America"
"10475",10475,"Paraguay",2009,9,27,248,21,74,3.01,6127847,9094701457,"Americas","South America"
"10476",10476,"Paraguay",2009,9,13,246,21,74,3.01,6127847,9094701457,"Americas","South America"
"10477",10477,"Paraguay",2009,2,22,132,21,74,3.01,6127847,9094701457,"Americas","South America"
"10478",10478,"Paraguay",2009,11,29,147,21,74,3.01,6127847,9094701457,"Americas","South America"
"10479",10479,"Paraguay",2009,12,6,141,21,74,3.01,6127847,9094701457,"Americas","South America"
"10480",10480,"Paraguay",2009,8,2,413,21,74,3.01,6127847,9094701457,"Americas","South America"
"10481",10481,"Paraguay",2009,5,31,359,21,74,3.01,6127847,9094701457,"Americas","South America"
"10482",10482,"Paraguay",2009,7,26,420,21,74,3.01,6127847,9094701457,"Americas","South America"
"10483",10483,"Paraguay",2009,12,13,131,21,74,3.01,6127847,9094701457,"Americas","South America"
"10484",10484,"Paraguay",2009,3,1,139,21,74,3.01,6127847,9094701457,"Americas","South America"
"10485",10485,"Paraguay",2009,12,20,131,21,74,3.01,6127847,9094701457,"Americas","South America"
"10486",10486,"Paraguay",2009,3,8,142,21,74,3.01,6127847,9094701457,"Americas","South America"
"10487",10487,"Paraguay",2009,12,27,126,21,74,3.01,6127847,9094701457,"Americas","South America"
"10488",10488,"Paraguay",2009,1,18,135,21,74,3.01,6127847,9094701457,"Americas","South America"
"10489",10489,"Paraguay",2009,7,19,498,21,74,3.01,6127847,9094701457,"Americas","South America"
"10490",10490,"Paraguay",2009,4,12,217,21,74,3.01,6127847,9094701457,"Americas","South America"
"10491",10491,"Paraguay",2009,9,20,260,21,74,3.01,6127847,9094701457,"Americas","South America"
"10492",10492,"Paraguay",2009,6,7,444,21,74,3.01,6127847,9094701457,"Americas","South America"
"10493",10493,"Paraguay",2009,3,15,158,21,74,3.01,6127847,9094701457,"Americas","South America"
"10494",10494,"Paraguay",2009,7,12,606,21,74,3.01,6127847,9094701457,"Americas","South America"
"10495",10495,"Paraguay",2009,5,3,315,21,74,3.01,6127847,9094701457,"Americas","South America"
"10496",10496,"Paraguay",2009,1,11,144,21,74,3.01,6127847,9094701457,"Americas","South America"
"10497",10497,"Paraguay",2009,6,14,508,21,74,3.01,6127847,9094701457,"Americas","South America"
